citing_ut	cited_ut
A1989AU61500008	A1987K953500007
A1993ML81300003	A1987F471700018
000187392900017	A1981NJ01200003
000298363100046	000253251600007
000307515300006	A1993MQ93900011
000285006900001	000236015200009
000319433700005	000188586700006
000335984600055	000082414900008
000430405500005	000350456000017
000466610700011	000280151300002
000381225300030	000230049500029
A1996UE99000002	A1990EE24200007
000314331100018	000255266900027
000252776200005	000245814500018
000247539000022	000229412000002
000185125600037	A1992JL55000023
000386984200019	A1989R828900018
000443019800032	000322825500039
000516221800002	A1988P831400018
000457155900008	000266707500002
000406102000009	000221194700021
000329100500049	000227031600010
000300496800011	000261489300069
000357738300010	000081788400005
000298218400002	000246692300010
000411314700075	000268245500001
A1984TK11400019	A1981KY28100002
000324610200004	000260745300021
A1997YC45700005	A1990ER98000004
000282489900001	000185536900003
000406912400009	000297416300013
000242736100008	000183420900009
000166559600002	A1985AQW2900043
000077606500008	A1990DY90900011
000223676100016	000078090900005
000357680900015	000303098900011
000449464900005	A1993KP97800032
000329738700011	000233240400005
000302203800006	000258473400006
000356049100002	000238676600006
000321407700003	000261856700028
000401346800005	000296100900001
000358167600001	000237918300018
000312201900062	000280320900011
000241965000006	000179130600013
000169170900006	000209003000002
000301776500004	000082369500003
000302936400006	000236198900002
000426673500001	000274330800011
000375816000044	000292890400001
000486313200007	000292994500007
000330356500002	000316115400024
000257043900021	000225880800001
000081835500116	A1993LN57000058
000300144100011	000248249100012
000309452800009	A1995QZ87800008
000329441500030	000260340700014
000487578500020	000287923500032
000489592100001	000178237400011
000391695800013	000075309000014
000448062800004	000272957600002
000477971100001	000243403900018
000358135500001	A1996UZ68700002
000416423900035	A1989CA50500001
A1987F627700006	A1985ANA5800021
000227047900002	A1989DF98100011
000355187300019	000347477600035
000329960100006	000085555100002
000343822900019	000344359300002
000324777300001	A1995TL69500021
000242512100035	A1982PJ67200003
000430473000009	000395646800002
000319799900155	000279223400001
000375412600028	000298497900001
000254683000001	000254683000007
000375203100001	000299539000012
000424839800007	000231454400006
000432671200001	000259995600008
000255925900001	000089035000002
000282089200003	000253371800018
000285405900005	000242868800016
000362735300011	000238673900015
000467289800002	000244197400030
000454777600013	000333898600006
000505349600001	000288977600013
000377797900008	000323097300168
000333981600010	000237827300002
000293390300006	000264781100001
000370669600001	A1988P049100036
000515698200001	000233536000023
000259422100010	000236472500045
000416423900013	000242854900010
000302936400006	000261259900005
000400220900007	000348372700005
000266264200002	A1988M419500006
000253121500021	000177770200006
000247393500012	A1989T211600007
000314988100013	000249622700011
000431004100004	000392427500002
000409309300022	A1991FY29300011
000410011800005	000315434000030
000431960700005	000288363800046
000293773100003	000276669800010
000462935100002	A1986A631500012
000444299900003	A1989CQ51700007
000456921500002	000227514700003
000237558000019	000187744800009
000307515300013	000267458200016
000317909600048	000239122100030
000466823200013	000342722100008
000259379600004	000237954500005
000181513300010	A1994NC04300049
000224302200058	A1994MR49400056
000222613600018	A1994MT89400003
000336947800003	A1996UF60500008
000418068000004	A1985AUV0200014
000409078600005	000356422500009
000375330500026	000278308100004
A1994NW17000001	A1985AUP8600006
000475682700007	000176762500066
000174672600003	000169318000005
000256398700001	000086703000059
000351837500027	000169086900011
000307100400005	000242375100001
A1993MA18400006	A1988Q735700006
000078711400005	A1991GB95500007
000315328600013	A1990EJ60700054
000428141600168	000304201500040
000432520500016	000086622100003
000247882800002	000229807200050
A1997YF82800010	A1997WX36200065
000290602300002	000279056900050
000180325100004	A1990EE39700002
000372310700001	000277830200009
000453557100002	000235469400026
000346890500008	000073202000001
000486668800001	000308370900005
000242686500043	000224524000008
000284172100009	000085611400004
000267306900002	000248157900002
000226377700004	000178477900001
000511947300003	000260586500001
000265723300006	000233934600051
000349545300027	000243354100005
000388718700006	000250959000001
000467289800002	000347720100015
000432520500016	000250791400011
000328592400006	000238787200004
000385606300008	000072166600003
000318780900008	000286390800020
000477777400002	A1992HC38500045
000332757000006	000300012100001
000174022200004	A1990DR13900026
000248687700012	A1996WD64100002
000300818900006	000232477000046
000071831700004	A1993LY49800004
A1992HX19300006	A1982NS37600002
000296043000011	000270386900016
000367485400031	000313781600020
000517348900012	000323249100011
000077835300009	A1993MF29600029
000338517700009	000261259900005
000329222900005	A1996BG79E00012
000405013800007	A1995RE80600010
000418208000059	000265937800032
000424188800013	000272072700003
000283306200006	A1994NU12800058
000399570100001	000287417502014
000477695200010	A1994PF33600020
000294109400010	000253567900037
000408783500012	000081803500013
000275818300013	000245488800002
000456206700015	000349996200012
000271732400021	000175690400011
000275029900014	000228011000045
000343639600025	000186921400013
000498616700003	000208993500001
000456754500024	000279934400012
000448099300013	000313781600020
000452394500004	000281797000005
000399021700002	000348146600002
000268422500023	000222939800016
000282571000003	000263667900032
000247539000022	A1992HF02200014
000429933600008	000176630200003
000181417800012	000174364900002
000071982300001	A1994NA59100032
000345202500021	A1991FP20000002
000251041500006	000173962900064
000242146300013	000084085700025
000362666700007	000174821300003
000309901700002	000279110200011
000369115800155	000348282900009
000457579800020	000407955900012
000469896600029	000449464900005
000493548200001	000244822500004
000351284600060	000170578800009
000226716300002	000221402400008
000329256600069	A1990EJ52500088
000397337400002	A1996TV84400002
000357404900007	000313417700001
000498753700024	000382495500008
000294978500012	000266188100006
000326364200004	000273532400001
000362972100010	000245496600007
000083752700019	A1990DX59600013
000280636900007	000260586500001
000308897700006	A1997WN96800018
000396781200011	000248164400006
000461990600001	000224039500040
000424899200007	000175588600022
000470127300058	000340600400012
000078159700008	A1991FP84000010
000355979500027	000258085900020
000367329900008	000369005100016
000369301100003	000185672200020
000432687100002	000259755700044
000456736900021	000182280400005
000448094200035	000417856800003
000375967800004	000355037100005
000417495200012	000168005900005
000348624400003	000284995600001
000468343900006	000220530700005
000273311400010	000231603000004
000268240000004	000179005500004
000414077300006	A1994NX22500003
000449165100003	000383669300020
000458059700001	000188791900010
000231950600001	A1992HB89000003
000223844400004	000075752300010
000278978600017	000088697800013
000387098700005	000255266900027
000328313400004	000289935400008
000428879800007	A1996VD74900007
000226461100019	A1982PS64700015
000308975100006	A1994ND66800001
000318388700007	000278922500003
000408764400052	A1982NT98200002
000403884900007	000314086300003
000519224100005	000349545300022
000478172800001	A1982NY70500003
000340510800031	A1993MG68500016
000289935400008	000171597300004
000229163400011	A1992KA15500005
000364248300046	000241323400005
000375654900024	000308351800005
000275857800019	000253007600001
000223774900016	000165382000047
000342336400010	A1997YC45700005
000174379800015	000167875900020
000353073200026	000276604100009
000255824200034	000232719300005
000260744200010	A1994PW51700001
000244698300018	A1996VW93400005
000309250200005	000308564800005
000342245100004	000316526300024
000432537100013	000084161500014
000396436100003	A1995RV40300029
000390332900001	000321810000029
000412108600003	A1987F617400014
000407099500004	000340484400002
000476593800034	000166190100011
000503268900008	000286373200111
000512076700001	000322958800002
000484980900002	000364897000044
000456282100036	000282396500024
000353545300023	000084731300028
A1987G788000004	A1985AWA1700003
000353331500037	000314504200004
000264753400003	000241557900024
000264900200002	000077742800021
000499968800001	A1980JR80100005
000346742600008	000222939800016
000271457300019	000185182700007
000232120300003	000084725400006
000260894800001	A1992JD56300001
000268245500001	000232719300005
000173779200019	A1997XP09000001
000397359500035	000257377400020
000354878700008	000181758700021
000362089300004	A1995TM47800001
000295722300009	000166621800016
000515208000007	000331107700037
A1992JF48500013	A1986E899500008
000177007100010	A1990CN04700006
000298490200009	000176070800034
000431004100004	000353007200019
000490589200001	000078631100004
000348537800001	000253453600040
000271370800020	000222939800016
000223695300004	000173541100017
000185632100004	000086744900016
000221751300004	000076268600001
000397316500002	000189359500017
000313749100001	A1995RM68200019
000439404100004	A1987L270900015
A1996BG58Y00003	A1984RY17300012
000351710400056	000188791900010
000484404900001	000317288600006
000167279000008	A1996WD64100002
000280643900014	000183049700001
000494232000001	000361133700002
A1989CG72400005	A1981KY94900063
000330836300007	000183728800001
000441286500020	000313999700010
000426957900043	000319513500012
000327094000002	000182118700003
000325306300010	A1993MU35200001
000379957400008	000284184000004
000263999900020	000228214600009
000450582200011	000360803400049
000345882400017	000281675800018
000433958100019	000209640800003
000282923100002	000226798800008
000223961200020	000221194700021
000325848500002	000232719300005
000177029700001	A1996BG79E00038
000182389600006	A1997YD41700009
000359064300010	000171050200003
000352534000001	000176670700001
000445158700002	000221302600004
000467147200006	000220556000002
000356984600006	000316156200011
000516707400001	000278245900012
000419954200007	000343923200007
000257973400002	000077556500002
000462935100002	000226758200010
000365362400006	A1995TA53200013
000450751400006	000089998600020
000444842200013	000312080100001
000254033100005	000230713300007
000220561100001	A1992HQ05600078
000345058900002	000325831200037
000450532600001	000349549100002
000358167600004	000072979800008
A1995RM81500005	A1988P326100003
000456804200009	000266109500026
000458122500015	000175226800010
000334068600005	000188791900010
000350990500009	000302934000007
000209703800042	000285966500003
000230684000004	000176234800001
000376375000012	A1993LD11400002
000382448900007	000330172600001
000366633100006	000073690300001
000324067600037	A1986E245400021
000247126900012	000221880400175
000430883200005	000188791900010
000463462500004	000275225200010
000262504000005	000253713500001
000227854700001	000083088200001
000077969500015	A1990ET22500023
000302722800050	A1985AKC6600002
000389344900021	000235068700009
000310261800025	000296607800001
000225618500035	A1991FM77800061
000355795100001	000254422700011
000390339900016	000347581100109
000327408400012	A1985AVH6300013
000327469700006	A1981NJ01200003
000304437400002	000253453600040
000432697900023	000084725400006
000276964200006	A1992HX19300021
000259130500017	000234905900011
000222265100002	A1993LF07700010
000411412800001	000299057000003
000410258900013	000347632900002
000319611600007	000299813200005
000312888600008	000300931800046
000354900700004	000296143900007
000498263900048	000263678200001
000459740700013	000242642300022
000371232600006	000321827000025
000467302800054	A1981LE55200039
000435525100085	000285411500007
000220949500014	000176138800012
000269782200008	000232719300005
000264546000007	000244831300003
000377627300007	000263254000008
000428684300001	A1993MD68500004
000384453700014	000234700500010
000446949400039	000403514400028
A1997WH10600003	A1992JY11200007
000275790600018	000236398500013
000486313200004	000258203700005
000483005500041	000416721600008
000383769400014	000346685400002
000323021900004	000088829800003
000417188600015	000313497100017
A1994PW51700001	A1983RA75000008
000302615000003	000238394400012
000325567100005	000167816700001
000286437800005	000281523200022
000485052300037	000342030300046
A1994NB87300011	A1991GX99500013
000233037000002	000088880200004
000364937700021	000303857100003
000315085700003	A1994PQ49100068
A1995QW81900009	A1994PQ49100068
000262801000011	000249996200006
000308305200002	000267696600007
000403273000014	000237921200015
000329197600005	000258160000001
000258322700039	000188538000012
000443443000060	A1994QE85200018
A1992JH24600018	A1990DK27300034
000508572400013	000297933200008
000509622800002	000181064200013
000298453000002	000258783000004
000486293700001	000318840100030
000240370000027	A1992HU76700025
000184337500004	A1996UH39500002
000185459200002	A1985AVF6000049
000345605300002	000261229600018
000297416300013	000279224100001
000403972700002	000222672900001
A1992KU72900026	A1987K628700002
000411771800033	000232477000046
000467885500006	000329477600005
000223074200021	000166743100008
000080520600007	A1982MZ12600001
000361865000027	000340312100016
000330814800002	000273055400008
000366540600036	000238461700007
000364812100004	000257642200016
000448079400013	000088075000011
000226913000008	000075815900015
000336036600006	000312195400003
000457358000241	000360776100019
000338618200004	000271362400002
000340661300009	000221997500005
000343046700014	000286539300002
000427044800046	000452535700109
000313245300008	000233515200001
000374709900020	000228708100003
000383751300001	000331794600001
000417037900004	000179223200009
000262827000014	A1988P107100003
000380592000006	000079636400032
000416863500020	000267148300002
000423663900012	000369443200001
000423893800034	000222347600011
000501401600004	000276799000015
000514313000007	000377043200005
000318838000009	000083176400043
000440847100005	000323589000011
A1992HJ08100012	A1986C531300001
000470923500003	000185252400010
000473610500006	000311409300003
000348085200089	000331422500018
000267714700008	A1993KR41700004
000269572600007	A1995TG69500008
A1991EQ33900048	A1987L414400003
000458939000014	000264371900004
000364951500005	000325105500054
000348343900012	000225933000007
000245290600014	A1997XL09700001
000256748300009	000082105000003
000405821200006	000375654900024
000453874900008	000331107700037
000292890400018	000235232000010
000380056900014	000274625800039
000309454000022	000232477000046
000445008700005	000315153600002
000431959500025	000272394400062
000460803200076	000321698100028
A1997XN79900004	A1993KG26800002
000313918200050	000263452500004
000373116500012	000241754900010
000474820900001	000089721000044
000474675700005	000209458000009
000267889700010	000188791900010
000265132900006	000089197100087
000349671000011	000278007900007
A1992JM15200003	A1988N544000008
000411723200025	000238905700017
000370491400011	000266707500002
000251041500006	000181783400023
000333981600010	000276655800003
000312648500007	000165092100004
000403513400006	000252430100001
000287965900020	000271899800006
000475657500005	000265578800008
000442913700005	000272394400062
000293084800008	000177199500021
000342566900012	000284430400020
000351978700018	000272278000008
000325810900077	000268031000002
000317248200003	000278238100003
000410726500032	000292890400018
000080520600007	A1981ME22800001
000232528200036	A1993LF28400069
000284662800012	000180389000011
000430118100020	000386740900001
000319726600019	000285068400016
000414416600005	000357686800017
000432687100002	000296767300033
000466618000071	000279442100005
000079813700008	A1996VK04900021
000328213900011	000081184000001
000357145100013	000254986000004
000387657200023	000309258100007
A1985ABJ8500021	A1984SH57800009
000254722700004	A1992JF31700016
000347080900007	000243658100019
000296679800001	000166092000001
000482182200010	000388631400014
000401386100015	000275627400016
000350350300032	A1986D293400002
000470911900008	000078455500011
000223703500015	000073441000002
000276133500006	000168498200010
000345229700008	000078711400005
000354900700004	000291309500008
000519224100007	000339655100031
000321698100028	000248516400001
000449130300012	000242958700012
000383800600018	000236863200005
000274180900024	000082435700005
000299541700006	A1991EY38400008
000249407000023	000077891900007
000225618500035	000220054100010
000276540600006	000088880200012
000355055400009	A1980KZ17200009
000411412800001	000261908500006
000398567200010	000326894200049
000303650500022	000242904600028
000265704600026	000087782500008
000084204400008	A1994PW45400031
000245030100006	A1995RQ67200058
000166621800006	A1996TZ92600003
000419462700003	000337738600007
000472622400019	000326334500077
000493720200062	000247360500016
000285077100026	000234064400009
000226875000040	A1995QU68200030
000296395600001	000183049700002
000370336900006	000226803800010
000278978800016	A1991FT54800005
000396906100002	000302722800009
000330283100078	000292890400018
000186157000124	000171375700040
000374383300001	000307267000032
000485879100035	A1991ET75000004
000498234600001	000348560700024
000266460900001	000072305800011
000226862200026	000083637400013
000286260100007	000170219200009
000230779000006	A1987G925100003
000258811600009	A1990CJ40300007
000083557600007	A1995TB37700007
000456259500001	000397500200003
A1997YG96600029	A1992JN87700161
000503261800001	000378315900010
000290493600008	000240576200004
000238683900023	000228974100003
000230781500004	A1996UN97200003
000081835500116	A1984SW43500069
000084245100020	A1992HQ05300025
000286016800006	000188863100021
000438199600007	000306317600019
000264484100004	A1984TH87900007
000333499800039	000261353900004
000383266900003	A1988Q778700002
000329197600008	000185672200020
000319109800133	000311340400001
000318388700007	000183294000004
A1993LK64200001	A1983RD53000003
000241212900005	A1993KG26800002
000326658500014	000287923500032
000514604000002	000224616200014
000466104200037	000181418100002
000274341300004	A1996VP23300048
000316849200050	000291995600012
000395532000014	000310942300002
000498280000001	000285070700023
000207836900014	A1983QR73100027
000430994400004	000331635000002
A1995BE46H00004	A1990CV32300006
000266397700029	000081920500025
000436623300001	000365090700016
000317285600003	000220050400015
000377676000012	000314464600012
000332472700001	000184470600006
000462935100002	000290174000010
000445660100032	000423664400003
000399865800004	000185453500001
000396017400012	000351214100009
000223676100016	A1991GX30200002
000220055900006	000165545100013
000296146600005	000254033100005
000444445400006	000305337600003
A1989U765000008	A1980KE72700054
000227017400019	A1985APJ8100007
000256398700001	A1996VF61400074
000294804400018	000083749300005
000355979500027	A1986D905200001
000285530501097	000088829800003
000318349000001	000186453500003
000485723200011	000359161500011
000441365800006	000188791900010
000348560700023	A1996WH43000011
000342457800007	000302722800009
000432992100001	000304139100012
000263650600004	000182414700006
000482696800008	000344938800001
000455401300005	000427892700032
000073211300001	A1990DN79800009
000238789500009	A1995QX22500005
000449886600001	000267421700006
A1988P849800003	A1983QF96100005
000323732100001	000290325000008
000471679400008	000304256500004
A1993MA07300016	A1992JQ80200017
000343639600025	000075746900003
000300415400018	A1991EX84800007
000334679000009	000282584100003
000437742800004	000333899500003
000072956100001	A1989U286300015
000257642200016	000073943000003
000349057200019	000293814600010
000312080100001	000272129100002
000309995100123	000285897800027
000463960800012	000264864900009
000365632300004	000209562000007
000432768000013	A1983QU12900020
000454627200081	000395818000003
000379102900050	000342860100078
000183094000001	A1991GN04800004
000259152900003	000227661200008
000260368300004	A1996UV07400005
000183346500007	000072350300007
000478584900002	000283431100014
A1995QK08400014	A1991GD63500008
000374749000006	000286214100028
000234322300003	A1993MH85300015
000366502600005	000353898600001
000347249200006	A1992HR97300026
000273724700025	A1987G229800005
000475657500001	000246690000015
000174946200045	000166831600009
000350755200021	000220096000034
000416220000064	000264753400017
000402907100005	000317686800003
000308370900005	000271944800028
000431203300006	000084157300043
000401211400008	000295659700005
000440265300001	000307320400008
000504925700004	000389769000008
000380967400010	000232719300005
000394324400001	000237561700004
000459409700004	000228705900034
000371283800049	000305392100006
000345568500010	000294172100003
000222550900006	A1994NY98400016
000496874700024	000488425700001
000387627000014	000316344200012
000360873600038	000341067900005
000186954400001	000177627600004
000313389200027	A1995RW74200009
000412108600003	000186985000003
000466604900001	000235417300002
000448647200004	000235780700032
000324642400008	000072831000022
000249407000023	000222311500007
000080007400014	A1994MV87300005
000275225200010	000221309100006
000438320400017	000333499800015
000248233900006	000234966100001
000387441000011	000305337600003
000328096400002	000072622200002
000475419100001	000390071200016
000296139200027	A1994PQ61600002
000375204000001	000240916300002
000284271300001	000255191300004
000322958800002	000267684900004
000330369300005	000177199500021
000308903500007	000245143800003
000325191900041	000254751400011
000404504400007	000341963200034
000306181200088	000075415800013
000436104200001	000313429100075
000383295900003	000337648200035
000365632300004	A1986A897900008
000291162800014	A1981LK97900026
000350456000027	000181064200013
000390627700010	000240183900001
000375423600008	000251965200011
000500795900061	000176689500007
000359601500009	000309602300004
000372478700011	000290006000003
000392037400100	000269656200009
000224888600009	000083557600007
000388156100032	000309572200024
000233342900005	A1997XE76500018
000341473400018	000312104900001
000390110000007	000298374100010
000482493000025	000436221000002
000341560300013	000269860700011
000321796000011	000084758600047
000277701500017	A1985AUQ8100005
000177187600002	000075206900014
000338184500017	000081066900004
000470116800002	000397163700012
000484472500137	000441853600051
000329503100010	000263835400002
000456871800014	000290256400006
000244234700010	A1992HT72800023
000349996800006	000088829800003
000407362100003	000186618200020
000449824800001	000280006100007
000361913000001	000271362400002
000340028800060	000250297900006
A1996VM74500006	A1996UU21300016
000449512700002	000451344500009
000339655100043	000253166300004
000235420300015	000181969700002
000327200700001	000081854800025
A1995QD26600011	A1994MR49400056
000229835500004	000221222100043
000375323000008	000308680500002
000383721300004	000324508900006
000487328200006	000179991300016
000441331000012	000310942300002
000399570100001	000348880300005
000375935900009	A1990EE19300005
000239346700023	000222939800016
000490598500007	000235780700032
000363161300041	000166849900018
000273630200032	000273630200005
000289691900014	000279903700012
000278942600003	000226229900007
A1993LR46400005	A1990DM77300014
A1991GA94000019	A1986F247600064
000321813900003	000224725800005
000440982000039	000407935300001
000434976900001	000295933700012
000086688800002	A1996UC96200012
000362138700040	000269405500020
000497393200001	000166459400008
000412447600011	A1985AUL3900011
000430473000010	A1987K958800013
000245198700010	A1985AGS5000007
000249727400001	000086646000003
000358729600014	000302722800044
000209501300064	000233829100003
000313529900014	000168294900014
000467384600001	000284433100015
000457665600002	000367019200017
000343998400021	A1981LZ36900010
000378118200003	000336190600002
000380056900014	000337077500037
000349545300027	000170204600040
000183211400021	000076742000025
000180093900006	000082403300007
000344381700010	000275895700001
000366671300018	000255380800009
000340336900015	000256415300043
000348353800024	000272989600032
000405251400009	000338703400009
000292034400001	000243747900038
000285208600003	A1986D172700010
000373801400031	A1994PL02800001
000374640700001	000362139300014
A1992HD55900012	A1985AME6500004
000280101200017	000226244100002
000425341400006	000256574900012
000482157000004	000225943700002
000418244300037	000246690000015
000436869900009	000410497400010
000241143300008	A1986F056800003
000511370700001	000349002800007
000480243700001	000221194700021
000382599600048	000304849100004
000223596200011	000080628400020
000345605300002	000329884700032
000375481200015	000271362400002
000339799100009	A1985AVV6400006
000360300200007	000239151300006
000477691600120	000356626700023
000459216900029	000371751000001
000317397200044	000085512900014
000284441800014	A1995RY90400027
000353743100019	A1983RM85400030
000399876100015	000075606400005
000378451700030	000171243900007
000428817200015	000292461300050
000269188100001	000202970100557
000085866100019	A1990DB48400001
000340336900015	000292864400012
000351261700008	000287494000023
000381703800006	000398567200010
000262090400003	000248630400002
000235726900021	000088413300004
000310069000008	A1984SK96000055
000382539600021	000312197000001
000294728900003	000257868300003
000379263100020	000088880200004
000275810600004	A1990EE96700010
000482473600003	000324610200004
000484983600043	000166441700008
000440579100010	000297909600005
000406832400006	000326734500123
000302722800043	000082615800012
000382591600038	000232811800007
000496992100001	000323221500019
000353138400008	000083869700011
000307100400005	000264796200039
000390688400001	000340671200006
000275749600008	000227634400025
000179640500001	000166900100005
A1991FM77600027	A1984TT45700006
000445239400001	000422959300005
000220948000026	000073108700002
000288674900005	000227290900010
000493796100006	000347632900002
000253247600003	A1986E162000010
000176762100010	000171305900003
000392946900051	000320930100057
000412168900043	000243839400015
A1992HR20700010	A1984ADA2800005
000482771600004	A1989R828900018
000461745200002	000246498000001
000452396500006	A1994NP28000003
000176949100011	A1997WG85600005
000480462400001	A1992KX11900056
000418337200007	000344448700006
000209580500021	000280768000016
000514114400016	000184120500007
000310273500003	A1991JE49900025
000445313900003	A1996UT39800004
000334107500112	000312577200023
000451952800001	000258631300002
000501416400012	000401801800008
000348729000002	000167279000001
000261797800002	000180436900003
000353582800014	000247155600013
000383668500009	000362735300011
000424149000005	A1994BZ35E00010
000274060300004	000179690700001
000514074000008	000424185300013
000395852200007	000343402200022
000382494600001	000262478700007
000169739900006	000076453700013
000386980000008	000359882200023
000392563700002	000305336400040
000265907000017	000242904600028
000229874800011	A1986F815900009
A1995RD34600007	A1994ND12500010
000499737900001	000310540600006
000403047500001	000319344100015
000381171800007	000312197000001
000398720300010	000339989300004
000082629200008	A1994MQ47900054
000339993700066	000081191800006
000394898200016	000360397200002
000372310700001	000293076100005
000516433200003	000340336900015
000488999900005	000442712600020
000362138700040	000241425000027
000369301100003	000286260100007
000417224200051	000391690200002
000255198100004	000079264900001
000351766400005	000319651100027
000429331600003	000335671800010
000234322300003	A1994NL85400007
000317805900012	000177813900003
000305937000007	000262089400002
A1994NH62300011	A1990CG26800027
000287551000012	000232546800017
A1996VW46400002	A1995QM40800026
000250187000017	000226738900024
000082615800002	A1995TM63400010
000326022200046	000305682700021
000387556600004	000228594400006
000413879700006	000086622100001
000286940800008	000228204400007
000180485300002	000075936800013
000486313200011	000311500300004
A1995BE46H00004	A1994NC04300049
000282027700007	000233078000027
000361560600004	000336313100019
000363759700020	000188504800026
000298440000019	A1996VN86000010
000433579000001	000353015800064
000381265100003	000306341300002
000459327400008	000360493700001
000469215200010	000343639600025
000373152300044	000293054500012
000302722800010	000277955700063
000333598300007	000087780600002
000392946900051	000344595800014
000456212400004	000404311100013
000330474000020	A1988R708000015
000412377800003	000169675400002
000177924100005	A1996VB58200003
000333981600010	000264351800005
000393253400013	000278000400002
A1993MA18400006	A1990EP04900061
000243839400009	A1989CG24200004
000373116500012	A1995QR39200004
000386508400001	000266071200018
000301299500022	000072790000004
000492322800008	000337896100003
000074450500001	A1992HA59000028
000342030300046	000274330800011
000425019400030	000314129600006
A1995TB91800005	A1986F517400015
000396051300009	000326555900013
000488118100001	A1993LG98000002
000358462800011	000290749500005
000303373200010	000223695300004
000457690600217	000330081700003
000264741400005	A1992KB60300080
000167788900009	A1995QP88700016
000267478200006	A1994BA22R00042
000335539800004	000305469000003
000303157100001	A1993KM80500006
000394077100013	000221687500005
000508745600004	000316270700004
000485369600001	000242801600010
000270292200024	A1992HZ08300017
000412754400028	000299930300005
000361471600002	000286638700014
000301761000006	A1987K515500003
A1988R303100010	A1984SV46700020
000482410600012	000281524700016
000373119200011	000346432900002
000496550400001	000269139900027
000401800100013	000230964500040
000345478600035	000225943700002
000357825700031	000342245600069
000407534700007	000380416300017
000406227000001	000356251800005
000335363200003	A1996VG98900001
000248051300004	000236060400016
000248970300016	000173078200003
000238652100010	A1992HX19300006
000332225000012	000173168700017
000287428500005	000078090900002
000366388100260	000281712800001
000508176300001	A1990EK58700010
000399738700010	000356011500043
000331204100009	A1995RV28100018
000275612500087	000263429800006
000291995600002	000266707500002
000311378300016	A1995BE58J00006
000339144400017	000088891300005
000472990800011	000089726900012
000329037100015	000312945200026
000367292700003	000333406800017
000166366500008	000073059900004
000079851100007	A1980KL70900047
000289346500001	000071590500001
000507444700001	000216594600012
000437050200007	A1996BG79E00004
000495384200009	000293532500020
000309454000024	000232719300005
A1993LZ35100003	A1992HD96900003
000517919100001	000426464000009
000292811300009	A1992JQ14600028
000073272800019	A1992HU58100008
000323589100035	000169870300006
000386835400003	000165531100027
000429466000009	000336256500011
000333099000001	000268676600001
000446483500008	000349813500011
A1991GR56400048	A1987F948900002
000456071400014	000230049500029
000265251000002	000255614800002
000346775800009	000302281800008
000370055800001	000223694700058
000392705100001	000324450700006
000384853200015	000224436600004
000331127400001	000172466500020
000082431900010	A1995TU14500027
000082207800013	A1984ABZ1000003
000373807400010	000242296000001
000310143800006	000225530500007
000436104200001	000187615400016
000402814600040	000417169600015
000424308600010	A1990DL78400010
000305035600019	000271049500019
A1997WZ28300003	A1984TK17100002
000312007400025	000225943700002
A1995RW55300006	A1992HU12200056
000343866300006	000225268500005
000400803700070	000188791900010
000374777200011	000232719300005
000353711600161	000302741300013
000237609400009	A1988M813900004
000299891100010	000168661700027
000333899500015	000186728300025
000431203300006	000224706300004
000328523500022	000178263300001
A1990EA60600003	A1986A121000001
000497712500005	000269730500033
000489126600210	000310495600032
000356011500043	000329141900030
000489190500024	000457690600367
000331673800014	000266707500002
000400619900001	000282120300007
000172644300002	000169374800013
000273628000006	000245901500024
000499379600001	000387429700113
000249103900002	000236786800013
000259679300003	000177511000005
000258017600007	A1986F085300008
000457363900002	000175122700004
000406135500017	000301975200003
A1990DW52900004	A1987J672400005
000259452300006	000081594700002
000269405500024	000227634400025
000345605300002	000221853400010
000284441800014	A1991FM39300005
000382494600007	000312782700015
000338120000015	000317539200023
000357995400005	000247379800011
000472705200010	000292876900049
000459106400001	A1993MP73200022
000275645400003	A1993LL86800010
000398175200003	000285110600028
000408597300047	000188791900010
000326036800010	000246649500008
000454467200046	000239326700004
000260873400024	000167816700001
000318388700007	A1997WD03200010
000495818000019	000404123900016
000433217100007	000381345900001
000264024400010	A1997YC45700005
000356241100021	000208102400017
000375824100017	000165531000016
000466866000020	000258322700039
000332144600004	000312197000001
000463119900008	000247155600013
000072157900001	A1994NE34100036
000262739600010	A1996UW81400010
000246498000003	A1996VR64500029
000082075500012	A1993LZ80600002
000286861700004	000271383100017
000264262800007	000230781500002
000382530100005	000327212000014
000341498900005	000241131900004
000376880700035	000235095100011
000323245800018	000293915800009
000088662300007	000071835200008
000283504900020	A1997XJ30900002
000086191400007	A1996VU98400041
000486226000005	000390288400009
000428103900008	000180095800025
000323294400014	000312239200005
000222039700020	000180325100004
000367287800001	000326209500017
000412840700014	A1993MD68500009
000325228300010	000242724500029
000256340200009	000168623300011
000279474900022	000259364600013
000183392500004	A1995RT30900015
000347359200013	000168059700055
000487963900002	A1987L675400008
000395934400042	000306574400001
000369174200001	000266071200018
000293580300004	000260819900002
000260293900008	000087107300007
000227319700007	000166066900085
000436503200038	000388776700016
000264097800002	000252482300007
000229279300006	000187843300030
000306621400026	A1992HP20200014
A1993KM60700043	A1991GK66700103
000459799800046	A1993LG98000002
000304863300007	A1980JU64700021
000352745300017	000083638800005
000385318200055	000172437500015
000481590200121	A1994MP60200002
000331678200017	000184469000006
A1994PW02600006	A1992HQ20900028
000436221000002	000394399800064
000186157000124	A1996VF39200008
000228563600011	000083322700007
000367287800001	000256466900005
000351393200005	000336348400004
000352514900024	000166190100011
